z_cm qC23_t0001 qC23_t001 qC23_t01 qC23_t1 qC40_t0001 qC40_t001 qC40_t01 qC40_t1
0.21375 0 1.5911238141526704e-14 3.2430040618148079e-14 2.7154620200697499e-14 0 1.5623972525082642e-14 7.1811429312281492e-15 1.147073719342572e-14
0.22125 0 1.5909948670558059e-14 3.1983530077565842e-14 2.8429538417365056e-14 0 1.5622875221750407e-14 6.011571286768902e-15 1.2729072337155586e-14
0.22874999999999998 0 1.5908659457329409e-14 3.1115682510475917e-14 2.3613546303824592e-14 0 1.5621440397118054e-14 7.0790747643536097e-15 1.3729178194235255e-14
0.23624999999999999 0 1.5907370195341258e-14 3.0184258062693301e-14 2.0059824843356239e-14 0 1.5620343271622309e-14 1.0972112708422577e-14 1.2995944756533708e-14
0.24374999999999999 0 1.5906081191051339e-14 2.7379189456894242e-14 2.20102354366589e-14 0 1.5618908679527458e-14 1.3100998128414299e-14 1.2352118665712697e-14
0.25124999999999997 0 1.5904792138009801e-14 2.3754927729479122e-14 2.5365408997418569e-14 0 1.5617811731839386e-14 1.3933001821842768e-14 1.3825379120248857e-14
0.25874999999999998 0 1.5903503342624749e-14 2.1524008340870587e-14 2.3192720686535387e-14 0 1.5616377372244352e-14 1.3304872118003749e-14 1.4369429152814839e-14
0.26624999999999999 0 1.590221449849597e-14 1.7918870709913977e-14 2.1547542566137228e-14 0 1.5615280602335137e-14 1.3377226892903535e-14 1.3628446992937623e-14
0.27374999999999999 0 1.590092591198193e-14 1.5891433345029644e-14 1.7329896265369006e-14 0 1.5613846475202234e-14 1.4430714390629818e-14 1.2946368330142063e-14
0.28125 0 1.5899637276732055e-14 1.7758046038840538e-14 1.9156258362059131e-14 0 1.5612749883043059e-14 1.4601442684688779e-14 1.1399882300681416e-14
0.28875000000000001 0 1.5898348899055167e-14 1.9331213617798069e-14 2.4394083726189148e-14 0 1.5611315988334614e-14 1.4958485812131085e-14 9.4197053760362645e-15
0.29625000000000001 0 1.5897060472650343e-14 1.9393387474007212e-14 2.68331103594676e-14 0 1.5610219573896685e-14 1.4242373663013275e-14 8.9229134188265353e-15
0.30374999999999996 0 1.5895772303776755e-14 1.9708302622676916e-14 2.1026338744865933e-14 0 1.5608785911575038e-14 1.3132994878149826e-14 8.6777388846735266e-15
0.31124999999999997 0 1.5894484086183139e-14 1.7531163732329016e-14 1.6324221029646949e-14 0 1.5607689674829536e-14 1.2641498071757474e-14 1.0273944022556924e-14
0.31874999999999998 0 1.589319612607902e-14 1.5281178235215797e-14 1.371671069144973e-14 0 1.5606256244857021e-14 1.1644810338923544e-14 1.0981637982575517e-14
0.32624999999999998 0 1.5891908117262769e-14 1.4624589397950573e-14 1.5781726482185402e-14 0 1.5605160185775146e-14 1.107364193535596e-14 1.0518403559032062e-14
0.33374999999999999 0 1.5890620365894281e-14 1.2891138869988917e-14 1.7300601722214997e-14 0 1.5603726988114112e-14 1.0239295184023828e-14 1.0852122641616795e-14
0.34125 0 1.5889332565821559e-14 1.4783347970006957e-14 1.8570512101859815e-14 0 1.5602631106667074e-14 1.116042306069692e-14 1.1852128563042696e-14
0.34875 0 1.5888045023154873e-14 1.6990174811916333e-14 1.7132360823480545e-14 0 1.5601198141279864e-14 1.0353258195528768e-14 1.3938576104819701e-14
0.35625000000000001 0 1.5886757431791854e-14 1.7033374552623462e-14 1.8161027067905516e-14 0 1.5600102437438879e-14 1.1141664900262738e-14 1.6430280412147498e-14
0.36374999999999996 0 1.5885470097793146e-14 1.743507848144133e-14 1.8713284411250891e-14 0 1.5598669704287854e-14 1.2017066547960713e-14 1.8120117889459272e-14
0.37124999999999997 0 1.5884182715106e-14 1.9480596906130102e-14 1.913436800269039e-14 0 1.5597574178024136e-14 1.5158845689903197e-14 1.6838419345100549e-14
0.37874999999999998 0 1.5882895589741448e-14 2.2149587731700259e-14 2.1420445396882962e-14 0 1.5596141677071649e-14 1.8963895661054333e-14 1.6118349386553792e-14
0.38624999999999998 0 1.5881608415696358e-14 2.2945713978049959e-14 2.5512570016242202e-14 0 1.5595046328356422e-14 1.9287831944832582e-14 1.5120780117016674e-14
0.39374999999999999 0 1.5880321498932157e-14 2.1657998486827569e-14 2.8226016083206799e-14 0 1.5593614059564844e-14 1.8612803413107766e-14 1.4417867685698957e-14
0.40125 0 1.587903453349531e-14 2.0129717317153555e-14 2.8618828219915789e-14 0 1.5592518888369335e-14 1.9166446516965193e-14 1.4926919446337057e-14
0.40875 0 1.5877747825297655e-14 2.118428126969246e-14 2.5687470906713168e-14 0 1.5591086851701041e-14 1.9660238952565774e-14 1.5378674710780313e-14
0.41625000000000001 0 1.587646106843523e-14 2.3532373765414855e-14 2.2687772038986676e-14 0 1.5589991857996474e-14 1.9381104687649422e-14 1.4832769293211705e-14
0.42374999999999996 0 1.5875174568770308e-14 2.7000079128986647e-14 2.0229780340749368e-14 0 1.5588560053413851e-14 1.9927520097979189e-14 1.61076351837025e-14
0.43124999999999997 0 1.5873888020448521e-14 2.9889798549804778e-14 1.624892626931872e-14 0 1.5587465237171453e-14 1.9008895530817971e-14 1.6699712804279358e-14
0.43874999999999997 0 1.587260172928254e-14 3.1821282095635785e-14 1.5006062229609534e-14 0 1.5586033664636887e-14 1.9111256077983487e-14 1.7103828471162227e-14
0.44624999999999998 0 1.5871315389467589e-14 3.2460592893992861e-14 1.4506578634785516e-14 0 1.5584939025827905e-14 1.9120180952414986e-14 1.6444603865839945e-14
